cluster_id,cluster_name,cluster_size,per_cluster_silhouette,sample_rank,headline,summary,source,published,judge_coherent,judge_notes
24,Government Savings Lottery,2,0.7243,1,ตรวจผลสลากออมสินพิเศษ 1 ปี งวดวันที่ 16 เมษายน 2569,"<p>ตรวจผลการออกรางวัลเลขสลากจ่ายคืนสลากออมสินพิเศษ 1 ปี ออ [&#8230;]</p>
<p>อ่านข่าวต้นฉบับ: <a href=""https://www.prachachat.net/finance/news-1993504"" rel=""nofollow"">ตรวจผลสลากออมสินพิเศษ 1 ปี งวดวันที่ 16 เมษายน 2569</a></p>",Prachachat,"Thu, 16 Apr 2026 07:05:22 +0000",YES,Both headlines clearly relate to checking the results of the Government Savings Lottery for a specific date.
24,Government Savings Lottery,2,0.7243,2,ตรวจหวยออมสิน ผลสลากออมสินพิเศษ 1 ปี งวด 16 เมษายน 2569,ตรวจหวยออมสิน ผลสลากออมสินพิเศษ 1 ปี งวด 16 เมษายน 2569,Matichon Economy,"Thu, 16 Apr 2026 06:27:02 +0000",YES,Both headlines clearly relate to checking the results of the Government Savings Lottery for a specific date.
25,Hormuz Strait Tensions,2,0.3544,1,China’s Wang Yi calls on Iran to ensure freedom and safe passage through Strait of Hormuz,"China’s top diplomat Wang Yi sought guarantees of freedom and safety of international navigation through the Strait of Hormuz, in a phone call with his Iranian counterpart, Abbas Araghchi, on Wednesday.
The call is Beijing’s latest diplomacy effort on the Iran war as a US naval blockade of Iranian p",SCMP Asia,"Thu, 16 Apr 2026 05:18:55 +0000",YES,"Both headlines focus on China's diplomatic engagement with Iran concerning the Strait of Hormuz, making them clearly related."
25,Hormuz Strait Tensions,2,0.3544,2,China presses Iran to open Hormuz in call between top diplomats,China presses Iran to open Hormuz in call between top diplomats,Nikkei Asia,2026-04-16T22:13:47.568375,YES,"Both headlines focus on China's diplomatic engagement with Iran concerning the Strait of Hormuz, making them clearly related."
26,Daikin Shares,2,0.6737,1,Daikin shares jump 14% after activist investor Elliott pushes for reforms,Daikin shares surged as much as 13.9% after activist investor Elliott urged the company to boost margins and shareholder returns.,CNBC Top News,"Thu, 16 Apr 2026 02:04:08 GMT",YES,"Both headlines focus on Daikin's shares and the actions of Elliott as an activist investor, making them clearly related."
26,Daikin Shares,2,0.6737,2,Elliott presses Daikin for big share buyback in activist push,Elliott presses Daikin for big share buyback in activist push,Nikkei Asia,2026-04-16T22:13:47.568375,YES,"Both headlines focus on Daikin's shares and the actions of Elliott as an activist investor, making them clearly related."
27,Tech Job Transition,2,0.4892,1,Don’t blame AI for your job woes,The white-collar chill has more to do with the economy than with tech,The Economist,"Thu, 06 Nov 2025 10:51:00 +0000",YES,"Both headlines address the relationship between AI and job challenges in the tech industry, making them clearly related."
27,Tech Job Transition,2,0.4892,2,The tech jobs bust is real. Don’t blame AI (yet),Why technology firms are shedding workers,The Economist,"Mon, 13 Apr 2026 13:19:44 +0000",YES,"Both headlines address the relationship between AI and job challenges in the tech industry, making them clearly related."
28,US Labor Market,2,0.5832,1,The March jobs report will be released on Friday. Here's what to expect,"The U.S. economy is projected to show job gains of 59,000 in March, with the unemployment rate holding at 4.4%.",CNBC Economy,"Thu, 02 Apr 2026 20:04:41 GMT",YES,"Both headlines discuss the U.S. jobs report and payroll statistics, clearly aligning with the topic of the labor market."
28,US Labor Market,2,0.5832,2,"U.S. payrolls rose by 178,000 in March, more than expected; unemployment at 4.3%","Nonfarm payrolls were expected to increase by 59,000 in March, with the unemployment rate holding at 4.4%.",CNBC Economy,"Fri, 03 Apr 2026 13:35:34 GMT",YES,"Both headlines discuss the U.S. jobs report and payroll statistics, clearly aligning with the topic of the labor market."
29,Gaza Situation,3,0.7217,1,Hamas Releases Four Female Israeli Soldiers Under Gaza Cease-Fire Deal,"The hostages are the second set to be released since the multiphase agreement came into effect, raising hopes for a lasting end to the war.",WSJ Economy,"Sat, 25 Jan 2025 13:45:00 -0500",YES,All headlines are directly related to the release of Israeli hostages by Hamas in the context of the Gaza cease-fire deal.
29,Gaza Situation,3,0.7217,2,Who Are the Israeli Hostages Released by Hamas?,"Israelis held their breath as four soldiers, all women, were released from the Gaza Strip, the second group to be freed as part of a fragile cease-fire agreement with Hamas.",WSJ Economy,"Sat, 25 Jan 2025 06:57:00 -0500",YES,All headlines are directly related to the release of Israeli hostages by Hamas in the context of the Gaza cease-fire deal.
29,Gaza Situation,3,0.7217,3,The Latest Gaza Hostages Freed: Women Whose Hamas Warnings Were Ignored,The swap for four soldiers stationed on the border of the Gaza Strip at Nahal Oz follows 15 months of captivity and a campaign by their families.,WSJ Economy,"Sat, 25 Jan 2025 05:05:00 -0500",YES,All headlines are directly related to the release of Israeli hostages by Hamas in the context of the Gaza cease-fire deal.
30,Gold Token,2,0.6063,1,"กลุ่ม MTS GOLD (แม่ทองสุก) จับมือ kubix ส่ง แม่ทองสุกเซ็นทรัล ยื่นไฟลิ่งเปิดตัว MTS Gold Investment Token โทเคนดิจิทัลเพื่อการลงทุนในธุรกิจ วงเงินไม่เกิน 2,000 ล้านบาท",บริษัท แม่ทองสุกเซ็นทรัล จำกัด (Mae Thong Suk Central) ในกลุ่มบริษัท ในเครือ เอ็มทีเอส โกลด์ (แม่ทองสุก) ผู้ดำเนินธุรกิจทองคำครบวงจรชั้นนำของประเทศไทย แต่งตั้ง บริษัท คิวบิกซ์ ดิจิทัล แอสเสท จำกัด (kubix) ภายใต้ ออร์บิกซ์ กรุ๊ป บริษัทในกลุ่มธุรกิจทางการเงินของธนาคารกสิกรไทย เป็นผู้ให้บริการระบบเสนอข,PositioningMag,"Sat, 11 Apr 2026 00:03:09 +0000",YES,"Both headlines discuss the collaboration between MTS Gold and kubix regarding the MTS Gold Investment Token, indicating a clear focus on the same topic."
30,Gold Token,2,0.6063,2,แม่ทองสุก จับมือ kubix ยื่นไฟลิ่ง MTS Gold Investment Token ครั้งแรกในไทย,"<p>กลุ่ม MTS GOLD (แม่ทองสุก) จับมือ kubix ส่ง แม่ทองสุกเซ [&#8230;]</p>
<p>อ่านข่าวต้นฉบับ: <a href=""https://www.prachachat.net/finance/news-1992019"" rel=""nofollow"">แม่ทองสุก จับมือ kubix ยื่นไฟลิ่ง MTS Gold Investment Token ครั้งแรกในไทย</a></p>",Prachachat,"Fri, 10 Apr 2026 11:00:41 +0000",YES,"Both headlines discuss the collaboration between MTS Gold and kubix regarding the MTS Gold Investment Token, indicating a clear focus on the same topic."
31,AI Stock Decline,2,0.3778,1,Stocks Sink in Broad AI Rout Sparked by China's DeepSeek,"U.S. stocks were mostly lower, with the Nasdaq leading declines as makers of AI infrastructure suffered steep falls, many in the double digits. Nvidia was down 16%.",WSJ Markets,"Mon, 27 Jan 2025 14:26:00 -0500",PARTIAL,"While both headlines relate to AI and stock performance, the second headline suggests a more positive outlook for U.S. AI companies, which contrasts with the overall theme of decline indicated in the first headline."
31,AI Stock Decline,2,0.3778,2,DeepSeek Won't Sink U.S. AI Titans,"Panic fueling the selloff of Nvidia, Broadcom and other tech giants is overblown.",WSJ Markets,"Mon, 27 Jan 2025 13:12:00 -0500",PARTIAL,"While both headlines relate to AI and stock performance, the second headline suggests a more positive outlook for U.S. AI companies, which contrasts with the overall theme of decline indicated in the first headline."
32,Chip Tool Imports from Southeast Asia,2,0.605,1,China's surging chip tool imports from Southeast Asia,China's surging chip tool imports from Southeast Asia,Nikkei Asia,2026-04-16T22:13:47.568375,YES,"Both headlines clearly discuss China's chip tool imports related to Southeast Asia, making them well-aligned with the cluster's topic."
32,Chip Tool Imports from Southeast Asia,2,0.605,2,China snaps up US chip tools via Southeast Asia amid supply chain shift,China snaps up US chip tools via Southeast Asia amid supply chain shift,Nikkei Asia,2026-04-16T22:13:47.568375,YES,"Both headlines clearly discuss China's chip tool imports related to Southeast Asia, making them well-aligned with the cluster's topic."
33,Pantheon Earnings,2,0.7279,1,Pantheon Infrastructure H2 Earnings Call Highlights,Pantheon Infrastructure H2 Earnings Call Highlights,Yahoo Finance,2026-04-16T15:07:19Z,YES,"Both headlines focus on Pantheon Infrastructure's earnings call and its financial performance, making them clearly related."
33,Pantheon Earnings,2,0.7279,2,Earnings call transcript: Pantheon Infrastructure’s strong H2 2025 performance boosts stock,Earnings call transcript: Pantheon Infrastructure’s strong H2 2025 performance boosts stock,Investing.com,4/16/2026 15:00,YES,"Both headlines focus on Pantheon Infrastructure's earnings call and its financial performance, making them clearly related."
34,AI Risks in Finance,2,1,1,Bank of England says it is testing AI risks to financial system,Bank of England says it is testing AI risks to financial system,Yahoo Finance,2026-04-16T14:25:17Z,YES,Both headlines are identical and clearly focus on the same topic regarding AI risks in finance.
34,AI Risks in Finance,2,1,2,Bank of England says it is testing AI risks to financial system,Bank of England says it is testing AI risks to financial system,Investing.com,4/16/2026 15:12,YES,Both headlines are identical and clearly focus on the same topic regarding AI risks in finance.
35,AI Branding Revamp,2,1,1,Myseum takes flight after Allbirds in fresh AI rebrand wave,Myseum takes flight after Allbirds in fresh AI rebrand wave,Yahoo Finance,2026-04-16T14:08:53Z,YES,Both headlines are identical and clearly focus on the same topic of AI rebranding.
35,AI Branding Revamp,2,1,2,Myseum takes flight after Allbirds in fresh AI rebrand wave,Myseum takes flight after Allbirds in fresh AI rebrand wave,Investing.com,4/16/2026 15:13,YES,Both headlines are identical and clearly focus on the same topic of AI rebranding.
36,Financial Reporting,2,0.4514,1,Form 6K HSBC HOLDINGS PLC For: 16 April,Form 6K HSBC HOLDINGS PLC For: 16 April,Investing.com,4/16/2026 15:10,YES,"Both headlines refer to Form 6K filings, which are related to financial reporting for different companies."
36,Financial Reporting,2,0.4514,2,Form 6K Helpage Finlease Ltd For: 16 April,Form 6K Helpage Finlease Ltd For: 16 April,Investing.com,4/16/2026 15:00,YES,"Both headlines refer to Form 6K filings, which are related to financial reporting for different companies."
37,Polaris Shares,3,0.6636,1,Polaris shares jump as company says tariffs won’t hit guidance,Polaris shares jump as company says tariffs won’t hit guidance,Investing.com,4/16/2026 15:01,YES,"All headlines focus on the impact of tariffs on Polaris's financial guidance and share performance, making them clearly related."
37,Polaris Shares,3,0.6636,2,Polaris says tariff changes won’t materially impact 2026 guidance,Polaris says tariff changes won’t materially impact 2026 guidance,Investing.com,4/16/2026 15:01,YES,"All headlines focus on the impact of tariffs on Polaris's financial guidance and share performance, making them clearly related."
37,Polaris Shares,3,0.6636,3,Polaris shares surge 10% as company defies tariff headwinds,Polaris shares surge 10% as company defies tariff headwinds,Investing.com Asia,4/16/2026 14:58,YES,"All headlines focus on the impact of tariffs on Polaris's financial guidance and share performance, making them clearly related."
38,Investment in Funds,2,0.3011,1,Form 13F Vert Asset Management LLC For: 16 April,Form 13F Vert Asset Management LLC For: 16 April,Investing.com,4/16/2026 15:00,YES,"Both headlines pertain to Form 13F filings by asset management firms, indicating a clear focus on investment in funds."
38,Investment in Funds,2,0.3011,2,Form 13F Greenfield Savings Bank For: 16 April,Form 13F Greenfield Savings Bank For: 16 April,Investing.com,4/16/2026 15:00,YES,"Both headlines pertain to Form 13F filings by asset management firms, indicating a clear focus on investment in funds."
